utt_id,wav_path,phone_len,romaji_len,devo_count,audio_dur_s,strata_group,split
BASIC5000_2075,data/jsut_ver1.1/basic5000/wav/BASIC5000_2075.wav,45,25,1,3.66,2,test
BASIC5000_2076,data/jsut_ver1.1/basic5000/wav/BASIC5000_2076.wav,36,21,1,2.9,1,train
BASIC5000_2077,data/jsut_ver1.1/basic5000/wav/BASIC5000_2077.wav,68,41,3,5.07,3,train
BASIC5000_2078,data/jsut_ver1.1/basic5000/wav/BASIC5000_2078.wav,52,31,3,3.96,3,train
BASIC5000_2079,data/jsut_ver1.1/basic5000/wav/BASIC5000_2079.wav,39,24,1,3.42,1,train
BASIC5000_2080,data/jsut_ver1.1/basic5000/wav/BASIC5000_2080.wav,48,25,0,3.75,2,test
BASIC5000_2081,data/jsut_ver1.1/basic5000/wav/BASIC5000_2081.wav,40,25,1,3.44,2,test
BASIC5000_2082,data/jsut_ver1.1/basic5000/wav/BASIC5000_2082.wav,37,21,2,2.97,1,train
BASIC5000_2083,data/jsut_ver1.1/basic5000/wav/BASIC5000_2083.wav,45,26,0,3.53,2,train
BASIC5000_2084,data/jsut_ver1.1/basic5000/wav/BASIC5000_2084.wav,31,19,2,2.67,1,train
BASIC5000_2085,data/jsut_ver1.1/basic5000/wav/BASIC5000_2085.wav,104,60,4,7.24,4,train
BASIC5000_2086,data/jsut_ver1.1/basic5000/wav/BASIC5000_2086.wav,38,22,1,3.14,1,train
BASIC5000_2087,data/jsut_ver1.1/basic5000/wav/BASIC5000_2087.wav,37,21,1,3.12,1,train
BASIC5000_2088,data/jsut_ver1.1/basic5000/wav/BASIC5000_2088.wav,51,32,3,4.13,3,train
BASIC5000_2089,data/jsut_ver1.1/basic5000/wav/BASIC5000_2089.wav,33,21,0,2.92,1,train
BASIC5000_2090,data/jsut_ver1.1/basic5000/wav/BASIC5000_2090.wav,34,21,2,3.24,1,test
BASIC5000_2091,data/jsut_ver1.1/basic5000/wav/BASIC5000_2091.wav,52,32,1,3.86,3,train
BASIC5000_2092,data/jsut_ver1.1/basic5000/wav/BASIC5000_2092.wav,39,25,2,3.57,1,train
BASIC5000_2093,data/jsut_ver1.1/basic5000/wav/BASIC5000_2093.wav,36,24,2,3.12,1,train
BASIC5000_2094,data/jsut_ver1.1/basic5000/wav/BASIC5000_2094.wav,41,24,2,3.24,2,train
BASIC5000_2095,data/jsut_ver1.1/basic5000/wav/BASIC5000_2095.wav,76,50,4,5.99,4,val
BASIC5000_2096,data/jsut_ver1.1/basic5000/wav/BASIC5000_2096.wav,44,29,4,3.51,2,train
BASIC5000_2097,data/jsut_ver1.1/basic5000/wav/BASIC5000_2097.wav,49,27,1,3.89,2,train
BASIC5000_2098,data/jsut_ver1.1/basic5000/wav/BASIC5000_2098.wav,45,25,0,3.91,2,train
BASIC5000_2099,data/jsut_ver1.1/basic5000/wav/BASIC5000_2099.wav,43,26,2,3.51,2,train
BASIC5000_2100,data/jsut_ver1.1/basic5000/wav/BASIC5000_2100.wav,57,33,1,4.21,3,train
BASIC5000_2101,data/jsut_ver1.1/basic5000/wav/BASIC5000_2101.wav,33,19,0,3.06,1,train
BASIC5000_2102,data/jsut_ver1.1/basic5000/wav/BASIC5000_2102.wav,59,34,0,4.8,3,test
BASIC5000_2103,data/jsut_ver1.1/basic5000/wav/BASIC5000_2103.wav,46,29,1,3.68,2,val
BASIC5000_2104,data/jsut_ver1.1/basic5000/wav/BASIC5000_2104.wav,34,21,1,3.04,1,train
BASIC5000_2105,data/jsut_ver1.1/basic5000/wav/BASIC5000_2105.wav,60,34,2,4.32,3,train
BASIC5000_2106,data/jsut_ver1.1/basic5000/wav/BASIC5000_2106.wav,71,42,1,5.47,4,train
BASIC5000_2107,data/jsut_ver1.1/basic5000/wav/BASIC5000_2107.wav,44,27,2,3.64,2,val
BASIC5000_2108,data/jsut_ver1.1/basic5000/wav/BASIC5000_2108.wav,66,39,2,4.84,3,train
BASIC5000_2109,data/jsut_ver1.1/basic5000/wav/BASIC5000_2109.wav,52,30,0,4.07,3,train
BASIC5000_2110,data/jsut_ver1.1/basic5000/wav/BASIC5000_2110.wav,37,20,0,3.0,1,train
BASIC5000_2111,data/jsut_ver1.1/basic5000/wav/BASIC5000_2111.wav,61,39,4,4.65,3,test
BASIC5000_2112,data/jsut_ver1.1/basic5000/wav/BASIC5000_2112.wav,50,30,2,4.0,3,train
BASIC5000_2113,data/jsut_ver1.1/basic5000/wav/BASIC5000_2113.wav,38,25,3,3.14,1,test
BASIC5000_2114,data/jsut_ver1.1/basic5000/wav/BASIC5000_2114.wav,35,20,1,2.74,1,train
BASIC5000_2115,data/jsut_ver1.1/basic5000/wav/BASIC5000_2115.wav,29,20,3,2.46,1,train
BASIC5000_2116,data/jsut_ver1.1/basic5000/wav/BASIC5000_2116.wav,77,47,6,6.73,4,train
BASIC5000_2117,data/jsut_ver1.1/basic5000/wav/BASIC5000_2117.wav,38,22,0,3.37,1,train
BASIC5000_2118,data/jsut_ver1.1/basic5000/wav/BASIC5000_2118.wav,39,25,3,3.38,1,val
BASIC5000_2119,data/jsut_ver1.1/basic5000/wav/BASIC5000_2119.wav,51,29,1,4.76,3,train
BASIC5000_2120,data/jsut_ver1.1/basic5000/wav/BASIC5000_2120.wav,45,28,0,3.78,2,train
BASIC5000_2121,data/jsut_ver1.1/basic5000/wav/BASIC5000_2121.wav,35,22,1,3.46,1,train
BASIC5000_2122,data/jsut_ver1.1/basic5000/wav/BASIC5000_2122.wav,44,24,1,3.35,2,val
BASIC5000_2123,data/jsut_ver1.1/basic5000/wav/BASIC5000_2123.wav,27,16,0,2.49,1,train
BASIC5000_2124,data/jsut_ver1.1/basic5000/wav/BASIC5000_2124.wav,42,25,2,3.58,2,train
BASIC5000_2125,data/jsut_ver1.1/basic5000/wav/BASIC5000_2125.wav,51,29,0,4.14,3,train
BASIC5000_2126,data/jsut_ver1.1/basic5000/wav/BASIC5000_2126.wav,43,26,2,3.48,2,train
BASIC5000_2127,data/jsut_ver1.1/basic5000/wav/BASIC5000_2127.wav,72,44,2,5.63,4,train
BASIC5000_2128,data/jsut_ver1.1/basic5000/wav/BASIC5000_2128.wav,43,25,1,3.3,2,train
BASIC5000_2129,data/jsut_ver1.1/basic5000/wav/BASIC5000_2129.wav,34,24,4,3.05,1,train
BASIC5000_2130,data/jsut_ver1.1/basic5000/wav/BASIC5000_2130.wav,66,38,1,4.98,3,val
BASIC5000_2131,data/jsut_ver1.1/basic5000/wav/BASIC5000_2131.wav,50,33,5,3.96,3,train
BASIC5000_2132,data/jsut_ver1.1/basic5000/wav/BASIC5000_2132.wav,48,27,0,3.63,2,test
BASIC5000_2133,data/jsut_ver1.1/basic5000/wav/BASIC5000_2133.wav,38,26,4,3.25,1,train
BASIC5000_2134,data/jsut_ver1.1/basic5000/wav/BASIC5000_2134.wav,51,29,1,4.04,3,train
BASIC5000_2135,data/jsut_ver1.1/basic5000/wav/BASIC5000_2135.wav,42,26,1,3.71,2,test
BASIC5000_2136,data/jsut_ver1.1/basic5000/wav/BASIC5000_2136.wav,50,31,1,4.32,3,train
BASIC5000_2137,data/jsut_ver1.1/basic5000/wav/BASIC5000_2137.wav,105,65,4,9.17,4,val
BASIC5000_2138,data/jsut_ver1.1/basic5000/wav/BASIC5000_2138.wav,52,31,2,4.06,3,train
BASIC5000_2139,data/jsut_ver1.1/basic5000/wav/BASIC5000_2139.wav,51,30,2,4.02,3,train
BASIC5000_2140,data/jsut_ver1.1/basic5000/wav/BASIC5000_2140.wav,45,26,1,3.48,2,train
BASIC5000_2141,data/jsut_ver1.1/basic5000/wav/BASIC5000_2141.wav,31,18,0,2.72,1,train
BASIC5000_2142,data/jsut_ver1.1/basic5000/wav/BASIC5000_2142.wav,46,27,1,3.69,2,train
BASIC5000_2143,data/jsut_ver1.1/basic5000/wav/BASIC5000_2143.wav,43,25,1,3.62,2,train
BASIC5000_2144,data/jsut_ver1.1/basic5000/wav/BASIC5000_2144.wav,44,26,1,4.129291666666667,2,train
BASIC5000_2145,data/jsut_ver1.1/basic5000/wav/BASIC5000_2145.wav,72,42,0,6.41,4,train
BASIC5000_2146,data/jsut_ver1.1/basic5000/wav/BASIC5000_2146.wav,55,34,2,4.73,3,train
BASIC5000_2147,data/jsut_ver1.1/basic5000/wav/BASIC5000_2147.wav,40,23,1,3.65,2,test
BASIC5000_2148,data/jsut_ver1.1/basic5000/wav/BASIC5000_2148.wav,47,29,2,4.15,2,val
BASIC5000_2149,data/jsut_ver1.1/basic5000/wav/BASIC5000_2149.wav,37,21,2,3.04,1,train
BASIC5000_2150,data/jsut_ver1.1/basic5000/wav/BASIC5000_2150.wav,46,28,3,4.61,2,train
BASIC5000_2151,data/jsut_ver1.1/basic5000/wav/BASIC5000_2151.wav,29,19,1,3.02,1,train
BASIC5000_2152,data/jsut_ver1.1/basic5000/wav/BASIC5000_2152.wav,41,25,3,4.149291666666667,2,train
BASIC5000_2153,data/jsut_ver1.1/basic5000/wav/BASIC5000_2153.wav,37,22,2,3.1,1,train
BASIC5000_2154,data/jsut_ver1.1/basic5000/wav/BASIC5000_2154.wav,44,24,0,3.94,2,train
BASIC5000_2155,data/jsut_ver1.1/basic5000/wav/BASIC5000_2155.wav,40,25,1,3.7,2,train
BASIC5000_2156,data/jsut_ver1.1/basic5000/wav/BASIC5000_2156.wav,82,51,5,6.31,4,val
BASIC5000_2157,data/jsut_ver1.1/basic5000/wav/BASIC5000_2157.wav,40,24,1,3.66,2,val
BASIC5000_2158,data/jsut_ver1.1/basic5000/wav/BASIC5000_2158.wav,41,25,3,3.69,2,train
BASIC5000_2159,data/jsut_ver1.1/basic5000/wav/BASIC5000_2159.wav,58,34,1,4.91,3,train
BASIC5000_2160,data/jsut_ver1.1/basic5000/wav/BASIC5000_2160.wav,49,30,2,4.37,2,train
BASIC5000_2161,data/jsut_ver1.1/basic5000/wav/BASIC5000_2161.wav,156,94,5,12.03,4,train
BASIC5000_2162,data/jsut_ver1.1/basic5000/wav/BASIC5000_2162.wav,53,33,2,4.69,3,test
BASIC5000_2163,data/jsut_ver1.1/basic5000/wav/BASIC5000_2163.wav,45,27,3,3.55,2,train
BASIC5000_2164,data/jsut_ver1.1/basic5000/wav/BASIC5000_2164.wav,47,27,1,3.92,2,train
BASIC5000_2165,data/jsut_ver1.1/basic5000/wav/BASIC5000_2165.wav,38,22,1,3.22,1,train
BASIC5000_2166,data/jsut_ver1.1/basic5000/wav/BASIC5000_2166.wav,40,23,0,3.65,2,train
BASIC5000_2167,data/jsut_ver1.1/basic5000/wav/BASIC5000_2167.wav,39,24,0,3.86,1,train
BASIC5000_2168,data/jsut_ver1.1/basic5000/wav/BASIC5000_2168.wav,40,25,0,3.64,2,val
BASIC5000_2169,data/jsut_ver1.1/basic5000/wav/BASIC5000_2169.wav,46,26,0,3.95,2,train
BASIC5000_2170,data/jsut_ver1.1/basic5000/wav/BASIC5000_2170.wav,43,25,0,3.45,2,train
BASIC5000_2171,data/jsut_ver1.1/basic5000/wav/BASIC5000_2171.wav,37,22,0,3.26,1,train
BASIC5000_2172,data/jsut_ver1.1/basic5000/wav/BASIC5000_2172.wav,36,21,0,3.14,1,train
BASIC5000_2173,data/jsut_ver1.1/basic5000/wav/BASIC5000_2173.wav,55,33,2,4.65,3,train
BASIC5000_2174,data/jsut_ver1.1/basic5000/wav/BASIC5000_2174.wav,81,48,2,6.28,4,train
BASIC5000_2175,data/jsut_ver1.1/basic5000/wav/BASIC5000_2175.wav,55,33,0,4.59,3,train
BASIC5000_2176,data/jsut_ver1.1/basic5000/wav/BASIC5000_2176.wav,68,42,1,5.44,3,train
BASIC5000_2177,data/jsut_ver1.1/basic5000/wav/BASIC5000_2177.wav,34,19,0,2.88,1,test
BASIC5000_2178,data/jsut_ver1.1/basic5000/wav/BASIC5000_2178.wav,28,19,2,2.57,1,train
BASIC5000_2179,data/jsut_ver1.1/basic5000/wav/BASIC5000_2179.wav,33,18,0,2.75,1,train
BASIC5000_2180,data/jsut_ver1.1/basic5000/wav/BASIC5000_2180.wav,43,26,0,3.89,2,train
BASIC5000_2181,data/jsut_ver1.1/basic5000/wav/BASIC5000_2181.wav,41,25,1,3.39,2,train
BASIC5000_2182,data/jsut_ver1.1/basic5000/wav/BASIC5000_2182.wav,35,22,1,2.96,1,train
BASIC5000_2183,data/jsut_ver1.1/basic5000/wav/BASIC5000_2183.wav,45,28,1,3.97,2,val
BASIC5000_2184,data/jsut_ver1.1/basic5000/wav/BASIC5000_2184.wav,35,23,2,3.02,1,train
BASIC5000_2185,data/jsut_ver1.1/basic5000/wav/BASIC5000_2185.wav,53,31,0,4.23,3,train
BASIC5000_2186,data/jsut_ver1.1/basic5000/wav/BASIC5000_2186.wav,31,20,1,2.94,1,test
BASIC5000_2187,data/jsut_ver1.1/basic5000/wav/BASIC5000_2187.wav,53,30,1,4.54,3,train
BASIC5000_2188,data/jsut_ver1.1/basic5000/wav/BASIC5000_2188.wav,54,33,3,4.6,3,train
BASIC5000_2189,data/jsut_ver1.1/basic5000/wav/BASIC5000_2189.wav,53,35,2,4.53,3,train
BASIC5000_2190,data/jsut_ver1.1/basic5000/wav/BASIC5000_2190.wav,30,19,3,2.5,1,test
BASIC5000_2191,data/jsut_ver1.1/basic5000/wav/BASIC5000_2191.wav,41,22,0,3.4,2,train
BASIC5000_2192,data/jsut_ver1.1/basic5000/wav/BASIC5000_2192.wav,43,25,1,3.32,2,train
BASIC5000_2193,data/jsut_ver1.1/basic5000/wav/BASIC5000_2193.wav,50,31,1,4.29,3,train
BASIC5000_2194,data/jsut_ver1.1/basic5000/wav/BASIC5000_2194.wav,57,31,0,4.81,3,train
BASIC5000_2195,data/jsut_ver1.1/basic5000/wav/BASIC5000_2195.wav,43,25,0,3.68,2,train
BASIC5000_2196,data/jsut_ver1.1/basic5000/wav/BASIC5000_2196.wav,42,26,1,3.71,2,val
BASIC5000_2197,data/jsut_ver1.1/basic5000/wav/BASIC5000_2197.wav,108,65,4,9.519291666666666,4,val
BASIC5000_2198,data/jsut_ver1.1/basic5000/wav/BASIC5000_2198.wav,59,38,3,5.28,3,val
BASIC5000_2199,data/jsut_ver1.1/basic5000/wav/BASIC5000_2199.wav,35,21,0,3.73,1,val
BASIC5000_2200,data/jsut_ver1.1/basic5000/wav/BASIC5000_2200.wav,58,34,2,4.67,3,train
BASIC5000_2201,data/jsut_ver1.1/basic5000/wav/BASIC5000_2201.wav,63,38,1,5.02,3,train
BASIC5000_2202,data/jsut_ver1.1/basic5000/wav/BASIC5000_2202.wav,40,25,1,3.94,2,train
BASIC5000_2203,data/jsut_ver1.1/basic5000/wav/BASIC5000_2203.wav,47,29,2,4.43,2,train
BASIC5000_2204,data/jsut_ver1.1/basic5000/wav/BASIC5000_2204.wav,38,24,3,3.68,1,train
BASIC5000_2205,data/jsut_ver1.1/basic5000/wav/BASIC5000_2205.wav,53,32,0,5.24,3,test
BASIC5000_2206,data/jsut_ver1.1/basic5000/wav/BASIC5000_2206.wav,37,21,0,3.28,1,test
BASIC5000_2207,data/jsut_ver1.1/basic5000/wav/BASIC5000_2207.wav,65,38,2,4.77,3,train
BASIC5000_2208,data/jsut_ver1.1/basic5000/wav/BASIC5000_2208.wav,36,21,0,3.05,1,train
BASIC5000_2209,data/jsut_ver1.1/basic5000/wav/BASIC5000_2209.wav,58,38,4,4.89,3,train
BASIC5000_2210,data/jsut_ver1.1/basic5000/wav/BASIC5000_2210.wav,46,26,0,4.82,2,train
BASIC5000_2211,data/jsut_ver1.1/basic5000/wav/BASIC5000_2211.wav,39,21,0,3.21,1,train
BASIC5000_2212,data/jsut_ver1.1/basic5000/wav/BASIC5000_2212.wav,55,36,4,4.95,3,val
BASIC5000_2213,data/jsut_ver1.1/basic5000/wav/BASIC5000_2213.wav,79,46,2,7.07,4,val
BASIC5000_2214,data/jsut_ver1.1/basic5000/wav/BASIC5000_2214.wav,72,41,0,5.91,4,train
BASIC5000_2215,data/jsut_ver1.1/basic5000/wav/BASIC5000_2215.wav,49,30,1,4.22,2,train
BASIC5000_2216,data/jsut_ver1.1/basic5000/wav/BASIC5000_2216.wav,68,41,1,6.03,3,train
BASIC5000_2217,data/jsut_ver1.1/basic5000/wav/BASIC5000_2217.wav,47,27,1,4.719291666666667,2,train
BASIC5000_2218,data/jsut_ver1.1/basic5000/wav/BASIC5000_2218.wav,46,31,3,3.98,2,train
BASIC5000_2219,data/jsut_ver1.1/basic5000/wav/BASIC5000_2219.wav,36,23,2,3.15,1,train
BASIC5000_2220,data/jsut_ver1.1/basic5000/wav/BASIC5000_2220.wav,38,25,2,3.27,1,train
BASIC5000_2221,data/jsut_ver1.1/basic5000/wav/BASIC5000_2221.wav,43,28,2,3.9,2,val
BASIC5000_2222,data/jsut_ver1.1/basic5000/wav/BASIC5000_2222.wav,37,21,1,3.31,1,train
BASIC5000_2223,data/jsut_ver1.1/basic5000/wav/BASIC5000_2223.wav,39,23,1,3.7,1,train
BASIC5000_2224,data/jsut_ver1.1/basic5000/wav/BASIC5000_2224.wav,59,38,1,4.58,3,train
BASIC5000_2225,data/jsut_ver1.1/basic5000/wav/BASIC5000_2225.wav,37,24,2,3.11,1,train
BASIC5000_2226,data/jsut_ver1.1/basic5000/wav/BASIC5000_2226.wav,42,25,2,3.51,2,test
BASIC5000_2227,data/jsut_ver1.1/basic5000/wav/BASIC5000_2227.wav,58,34,2,4.6,3,train
BASIC5000_2228,data/jsut_ver1.1/basic5000/wav/BASIC5000_2228.wav,38,23,1,3.43,1,train
BASIC5000_2229,data/jsut_ver1.1/basic5000/wav/BASIC5000_2229.wav,35,22,0,3.05,1,train
BASIC5000_2230,data/jsut_ver1.1/basic5000/wav/BASIC5000_2230.wav,53,32,4,4.34,3,val
BASIC5000_2231,data/jsut_ver1.1/basic5000/wav/BASIC5000_2231.wav,40,24,0,3.43,2,train
BASIC5000_2232,data/jsut_ver1.1/basic5000/wav/BASIC5000_2232.wav,72,43,3,5.47,4,train
BASIC5000_2233,data/jsut_ver1.1/basic5000/wav/BASIC5000_2233.wav,47,29,2,3.74,2,train
BASIC5000_2234,data/jsut_ver1.1/basic5000/wav/BASIC5000_2234.wav,51,30,1,4.74,3,train
BASIC5000_2235,data/jsut_ver1.1/basic5000/wav/BASIC5000_2235.wav,49,29,0,4.42,2,train
BASIC5000_2236,data/jsut_ver1.1/basic5000/wav/BASIC5000_2236.wav,51,31,3,4.68,3,train
BASIC5000_2237,data/jsut_ver1.1/basic5000/wav/BASIC5000_2237.wav,34,22,2,3.6,1,train
BASIC5000_2238,data/jsut_ver1.1/basic5000/wav/BASIC5000_2238.wav,25,16,0,2.24,1,train
BASIC5000_2239,data/jsut_ver1.1/basic5000/wav/BASIC5000_2239.wav,47,28,2,3.93,2,train
BASIC5000_2240,data/jsut_ver1.1/basic5000/wav/BASIC5000_2240.wav,49,31,4,3.85,2,train
BASIC5000_2241,data/jsut_ver1.1/basic5000/wav/BASIC5000_2241.wav,38,24,1,3.14,1,val
BASIC5000_2242,data/jsut_ver1.1/basic5000/wav/BASIC5000_2242.wav,46,28,2,3.82,2,train
BASIC5000_2243,data/jsut_ver1.1/basic5000/wav/BASIC5000_2243.wav,43,25,2,3.68,2,train
BASIC5000_2244,data/jsut_ver1.1/basic5000/wav/BASIC5000_2244.wav,31,18,0,2.93,1,train
BASIC5000_2245,data/jsut_ver1.1/basic5000/wav/BASIC5000_2245.wav,63,36,1,5.09,3,train
BASIC5000_2246,data/jsut_ver1.1/basic5000/wav/BASIC5000_2246.wav,40,24,2,3.38,2,train
BASIC5000_2247,data/jsut_ver1.1/basic5000/wav/BASIC5000_2247.wav,49,31,3,4.11,2,val
BASIC5000_2248,data/jsut_ver1.1/basic5000/wav/BASIC5000_2248.wav,48,28,1,4.21,2,train
BASIC5000_2249,data/jsut_ver1.1/basic5000/wav/BASIC5000_2249.wav,49,28,0,4.78,2,train
BASIC5000_2250,data/jsut_ver1.1/basic5000/wav/BASIC5000_2250.wav,39,23,1,3.49,1,train
BASIC5000_2251,data/jsut_ver1.1/basic5000/wav/BASIC5000_2251.wav,57,33,2,4.68,3,train
BASIC5000_2252,data/jsut_ver1.1/basic5000/wav/BASIC5000_2252.wav,65,41,4,5.98,3,train
BASIC5000_2253,data/jsut_ver1.1/basic5000/wav/BASIC5000_2253.wav,45,30,4,4.15,2,train
BASIC5000_2254,data/jsut_ver1.1/basic5000/wav/BASIC5000_2254.wav,51,29,3,4.52,3,val
BASIC5000_2255,data/jsut_ver1.1/basic5000/wav/BASIC5000_2255.wav,26,17,3,4.04,1,val
BASIC5000_2256,data/jsut_ver1.1/basic5000/wav/BASIC5000_2256.wav,41,26,3,3.23,2,train
BASIC5000_2257,data/jsut_ver1.1/basic5000/wav/BASIC5000_2257.wav,30,19,2,3.05,1,train
BASIC5000_2258,data/jsut_ver1.1/basic5000/wav/BASIC5000_2258.wav,29,18,0,5.52,1,train
BASIC5000_2259,data/jsut_ver1.1/basic5000/wav/BASIC5000_2259.wav,48,31,2,4.15,2,val
BASIC5000_2260,data/jsut_ver1.1/basic5000/wav/BASIC5000_2260.wav,45,26,1,3.48,2,train
BASIC5000_2261,data/jsut_ver1.1/basic5000/wav/BASIC5000_2261.wav,46,26,0,3.68,2,train
BASIC5000_2262,data/jsut_ver1.1/basic5000/wav/BASIC5000_2262.wav,44,29,5,3.72,2,train
BASIC5000_2263,data/jsut_ver1.1/basic5000/wav/BASIC5000_2263.wav,64,37,2,4.88,3,train
BASIC5000_2264,data/jsut_ver1.1/basic5000/wav/BASIC5000_2264.wav,36,21,1,3.44,1,test
BASIC5000_2265,data/jsut_ver1.1/basic5000/wav/BASIC5000_2265.wav,61,40,5,6.13,3,train
BASIC5000_2266,data/jsut_ver1.1/basic5000/wav/BASIC5000_2266.wav,43,25,0,3.62,2,train
BASIC5000_2267,data/jsut_ver1.1/basic5000/wav/BASIC5000_2267.wav,54,31,1,4.35,3,train
BASIC5000_2268,data/jsut_ver1.1/basic5000/wav/BASIC5000_2268.wav,43,26,3,3.51,2,train
BASIC5000_2269,data/jsut_ver1.1/basic5000/wav/BASIC5000_2269.wav,39,23,1,3.3,1,train
BASIC5000_2270,data/jsut_ver1.1/basic5000/wav/BASIC5000_2270.wav,58,35,2,4.7,3,train
BASIC5000_2271,data/jsut_ver1.1/basic5000/wav/BASIC5000_2271.wav,39,23,1,3.14,1,train
BASIC5000_2272,data/jsut_ver1.1/basic5000/wav/BASIC5000_2272.wav,35,21,0,3.21,1,train
BASIC5000_2273,data/jsut_ver1.1/basic5000/wav/BASIC5000_2273.wav,34,20,0,3.06,1,train
BASIC5000_2274,data/jsut_ver1.1/basic5000/wav/BASIC5000_2274.wav,45,28,3,3.69,2,test
BASIC5000_2275,data/jsut_ver1.1/basic5000/wav/BASIC5000_2275.wav,56,32,2,4.32,3,test
BASIC5000_2276,data/jsut_ver1.1/basic5000/wav/BASIC5000_2276.wav,35,21,2,2.99,1,train
BASIC5000_2277,data/jsut_ver1.1/basic5000/wav/BASIC5000_2277.wav,43,25,2,3.53,2,train
BASIC5000_2278,data/jsut_ver1.1/basic5000/wav/BASIC5000_2278.wav,43,26,2,3.51,2,test
BASIC5000_2279,data/jsut_ver1.1/basic5000/wav/BASIC5000_2279.wav,80,47,3,7.03,4,train
BASIC5000_2280,data/jsut_ver1.1/basic5000/wav/BASIC5000_2280.wav,43,27,5,3.71,2,train
BASIC5000_2281,data/jsut_ver1.1/basic5000/wav/BASIC5000_2281.wav,48,28,1,3.97,2,val
BASIC5000_2282,data/jsut_ver1.1/basic5000/wav/BASIC5000_2282.wav,46,29,2,4.21,2,train
BASIC5000_2283,data/jsut_ver1.1/basic5000/wav/BASIC5000_2283.wav,58,34,2,4.69,3,val
BASIC5000_2284,data/jsut_ver1.1/basic5000/wav/BASIC5000_2284.wav,40,23,1,3.71,2,train
BASIC5000_2285,data/jsut_ver1.1/basic5000/wav/BASIC5000_2285.wav,39,22,1,5.47,1,test
BASIC5000_2286,data/jsut_ver1.1/basic5000/wav/BASIC5000_2286.wav,44,27,2,4.14,2,train
BASIC5000_2287,data/jsut_ver1.1/basic5000/wav/BASIC5000_2287.wav,63,37,2,6.08,3,train
BASIC5000_2288,data/jsut_ver1.1/basic5000/wav/BASIC5000_2288.wav,32,20,1,2.82,1,val
BASIC5000_2289,data/jsut_ver1.1/basic5000/wav/BASIC5000_2289.wav,38,21,0,3.43,1,train
BASIC5000_2290,data/jsut_ver1.1/basic5000/wav/BASIC5000_2290.wav,48,29,3,3.86,2,train
BASIC5000_2291,data/jsut_ver1.1/basic5000/wav/BASIC5000_2291.wav,63,37,2,5.03,3,train
BASIC5000_2292,data/jsut_ver1.1/basic5000/wav/BASIC5000_2292.wav,30,18,0,3.02,1,train
BASIC5000_2293,data/jsut_ver1.1/basic5000/wav/BASIC5000_2293.wav,48,28,1,4.0,2,train
BASIC5000_2294,data/jsut_ver1.1/basic5000/wav/BASIC5000_2294.wav,57,35,1,4.9,3,train
BASIC5000_2295,data/jsut_ver1.1/basic5000/wav/BASIC5000_2295.wav,44,29,2,4.24,2,train
BASIC5000_2296,data/jsut_ver1.1/basic5000/wav/BASIC5000_2296.wav,34,21,2,3.1,1,test
BASIC5000_2297,data/jsut_ver1.1/basic5000/wav/BASIC5000_2297.wav,37,23,2,3.08,1,train
BASIC5000_2298,data/jsut_ver1.1/basic5000/wav/BASIC5000_2298.wav,97,60,4,8.14,4,train
BASIC5000_2299,data/jsut_ver1.1/basic5000/wav/BASIC5000_2299.wav,59,33,1,4.86,3,train
BASIC5000_2300,data/jsut_ver1.1/basic5000/wav/BASIC5000_2300.wav,39,24,1,3.6,1,train
BASIC5000_2301,data/jsut_ver1.1/basic5000/wav/BASIC5000_2301.wav,46,30,2,4.06,2,train
BASIC5000_2302,data/jsut_ver1.1/basic5000/wav/BASIC5000_2302.wav,34,21,0,3.2,1,train
BASIC5000_2303,data/jsut_ver1.1/basic5000/wav/BASIC5000_2303.wav,51,30,1,4.17,3,train
BASIC5000_2304,data/jsut_ver1.1/basic5000/wav/BASIC5000_2304.wav,45,26,0,3.93,2,train
BASIC5000_2305,data/jsut_ver1.1/basic5000/wav/BASIC5000_2305.wav,45,27,1,3.82,2,test
BASIC5000_2306,data/jsut_ver1.1/basic5000/wav/BASIC5000_2306.wav,45,26,1,3.59,2,train
BASIC5000_2307,data/jsut_ver1.1/basic5000/wav/BASIC5000_2307.wav,49,32,2,4.22,2,train
BASIC5000_2308,data/jsut_ver1.1/basic5000/wav/BASIC5000_2308.wav,58,34,2,4.63,3,test
BASIC5000_2309,data/jsut_ver1.1/basic5000/wav/BASIC5000_2309.wav,50,29,1,4.16,3,train
BASIC5000_2310,data/jsut_ver1.1/basic5000/wav/BASIC5000_2310.wav,104,62,1,8.54,4,train
BASIC5000_2311,data/jsut_ver1.1/basic5000/wav/BASIC5000_2311.wav,33,19,0,2.85,1,train
BASIC5000_2312,data/jsut_ver1.1/basic5000/wav/BASIC5000_2312.wav,63,34,1,4.57,3,train
BASIC5000_2313,data/jsut_ver1.1/basic5000/wav/BASIC5000_2313.wav,41,23,1,3.39,2,train
BASIC5000_2314,data/jsut_ver1.1/basic5000/wav/BASIC5000_2314.wav,58,33,1,4.59,3,train
BASIC5000_2315,data/jsut_ver1.1/basic5000/wav/BASIC5000_2315.wav,43,24,1,3.65,2,train
BASIC5000_2316,data/jsut_ver1.1/basic5000/wav/BASIC5000_2316.wav,41,23,1,3.2,2,train
BASIC5000_2317,data/jsut_ver1.1/basic5000/wav/BASIC5000_2317.wav,39,21,0,3.15,1,train
BASIC5000_2318,data/jsut_ver1.1/basic5000/wav/BASIC5000_2318.wav,35,24,2,3.47,1,train
